node1,node2
RJ_Pratapgarh,RJ_Banswara
RJ_Banswara,GJ_Dahod
RJ_Banswara,RJ_Dungarpur
RJ_Banswara,MP_Jhabua
RJ_Banswara,GJ_Mahisagar
RJ_Dungarpur,GJ_Mahisagar
RJ_Dungarpur,GJ_Aravalli
GJ_Dahod,GJ_Panchmahal
GJ_Dahod,MP_Alirajpur
GJ_Dahod,MP_Jhabua
GJ_Dahod,GJ_Mahisagar
GJ_Dahod,GJ_Chhota Udaipur
MP_Jhabua,MP_Alirajpur
MP_Jhabua,MP_Dhar
GJ_Mahisagar,GJ_Aravalli
GJ_Mahisagar,GJ_Panchmahal
GJ_Mahisagar,GJ_Kheda
GJ_Aravalli,GJ_Gandhinagar
GJ_Aravalli,GJ_Gandhinagar
GJ_Aravalli,GJ_Kheda
GJ_Mehsana,GJ_Patan
GJ_Mehsana,GJ_Ahmedabad
GJ_Mehsana,GJ_Ahmedabad
GJ_Mehsana,GJ_Surendranagar
GJ_Mehsana,GJ_Gandhinagar
GJ_Mehsana,GJ_Gandhinagar
GJ_Patan,GJ_Surendranagar
GJ_Gandhinagar,GJ_Ahmedabad
GJ_Gandhinagar,GJ_Ahmedabad
GJ_Gandhinagar,GJ_Kheda
GJ_Surendranagar,GJ_Rajkot
GJ_Surendranagar,GJ_Rajkot
GJ_Surendranagar,GJ_Ahmedabad
GJ_Surendranagar,GJ_Ahmedabad
GJ_Surendranagar,GJ_Botad
GJ_Surendranagar,GJ_Morbi
GJ_Ahmedabad,GJ_Anand
GJ_Ahmedabad,GJ_Botad
GJ_Ahmedabad,GJ_Bhavnagar
GJ_Ahmedabad,GJ_Bhavnagar
GJ_Ahmedabad,GJ_Kheda
GJ_Panchmahal,GJ_Vadodara
GJ_Panchmahal,GJ_Vadodara
GJ_Panchmahal,GJ_Kheda
GJ_Panchmahal,GJ_Chhota Udaipur
GJ_Chhota Udaipur,GJ_Vadodara
GJ_Chhota Udaipur,GJ_Vadodara
GJ_Chhota Udaipur,GJ_Narmada
GJ_Chhota Udaipur,MP_Alirajpur
GJ_Chhota Udaipur,MH_Nandurbar
MP_Alirajpur,MP_Barwani
MP_Alirajpur,MP_Dhar
MP_Alirajpur,MH_Nandurbar
GJ_Kheda,GJ_Vadodara
GJ_Kheda,GJ_Vadodara
GJ_Kheda,GJ_Anand
GJ_Vadodara,GJ_Anand
GJ_Vadodara,GJ_Bharuch
GJ_Vadodara,GJ_Narmada
GJ_Anand,GJ_Bharuch
GJ_Narmada,GJ_Bharuch
GJ_Narmada,MH_Nandurbar
GJ_Narmada,GJ_Tapi
GJ_Narmada,GJ_Surat
GJ_Narmada,GJ_Surat
GJ_Bharuch,GJ_Surat
GJ_Bharuch,GJ_Surat
GJ_Surat,GJ_Tapi
GJ_Surat,GJ_Navsari
MH_Nandurbar,MP_Barwani
MH_Nandurbar,MH_Dhule
MH_Nandurbar,GJ_Tapi
GJ_Tapi,GJ_Navsari
GJ_Tapi,MH_Dhule
GJ_Tapi,GJ_Dang
GJ_Navsari,MH_Nashik
GJ_Navsari,GJ_Valsad
GJ_Navsari,GJ_Dang
MH_Dhule,MH_Nashik
MH_Dhule,MP_Barwani
MH_Dhule,MH_Jalgaon
MH_Dhule,GJ_Dang
MH_Nashik,GJ_Valsad
MH_Nashik,MH_Jalgaon
MH_Nashik,MH_Ahmednagar
MH_Nashik,MH_Palghar
MH_Nashik,MH_Aurangabad
MH_Nashik,MH_Thane
MH_Nashik,GJ_Dang
DN_Dadra and Nagar Haveli,MH_Palghar
DN_Dadra and Nagar Haveli,GJ_Valsad
GJ_Valsad,MH_Palghar
GJ_Valsad,DN_Daman
MH_Palghar,MH_Thane
GJ_Rajkot,GJ_Porbandar
GJ_Rajkot,GJ_Amreli
GJ_Rajkot,GJ_Junagadh
GJ_Rajkot,GJ_Junagadh
GJ_Rajkot,GJ_Botad
GJ_Rajkot,GJ_Morbi
GJ_Rajkot,GJ_Jamnagar
GJ_Rajkot,GJ_Jamnagar
GJ_Morbi,GJ_Jamnagar
GJ_Morbi,GJ_Jamnagar
GJ_Botad,GJ_Amreli
GJ_Botad,GJ_Bhavnagar
GJ_Botad,GJ_Bhavnagar
GJ_Bhavnagar,GJ_Amreli
GJ_Junagadh,GJ_Porbandar
GJ_Junagadh,GJ_Gir Somnath
GJ_Junagadh,GJ_Amreli
GJ_Porbandar,GJ_Devbhumi Dwarka
GJ_Porbandar,GJ_Jamnagar
GJ_Porbandar,GJ_Jamnagar
GJ_Amreli,GJ_Gir Somnath
GJ_Jamnagar,GJ_Devbhumi Dwarka
UP_Meerut,UP_Hapur
UP_Meerut,UP_Amroha
UP_Hapur,UP_Bulandshahr
UP_Hapur,UP_Amroha
UP_Aligarh,UP_Sambhal
UP_Aligarh,UP_Bulandshahr
UP_Aligarh,UP_Hathras
UP_Aligarh,UP_Kasganj
UP_Aligarh,UP_Budaun
UP_Bulandshahr,UP_Sambhal
UP_Bulandshahr,UP_Amroha
UP_Sambhal,UP_Budaun
UP_Sambhal,UP_Amroha
UP_Hathras,UP_Kasganj
UP_Hathras,UP_Etah
UP_Budaun,UP_Kasganj
UP_Budaun,UP_Shahjahanpur
UP_Budaun,UP_Farrukhabad
UP_Kasganj,UP_Etah
UP_Kasganj,UP_Farrukhabad
UP_Etah,UP_Mainpuri
UP_Etah,UP_Firozabad
UP_Etah,UP_Farrukhabad
UP_Shahjahanpur,UP_Farrukhabad
UP_Shahjahanpur,UP_Lakhimpur Kheri
UP_Firozabad,UP_Etawah
UP_Firozabad,UP_Mainpuri
UP_Etawah,UP_Auraiya
UP_Etawah,MP_Bhind
UP_Etawah,UP_Jalaun
UP_Etawah,UP_Mainpuri
UP_Etawah,UP_Kannauj
MP_Bhind,UP_Jhansi
MP_Bhind,MP_Datia
MP_Bhind,UP_Jalaun
MP_Bhind,MP_Gwalior
UP_Farrukhabad,UP_Mainpuri
UP_Farrukhabad,UP_Kannauj
UP_Mainpuri,UP_Kannauj
UP_Kannauj,UP_Auraiya
UP_Kannauj,UP_Kanpur Dehat
UP_Bahraich,UP_Shrawasti
UP_Bahraich,UP_Sitapur
UP_Bahraich,UP_Barabanki
UP_Bahraich,UP_Gonda
UP_Bahraich,UP_Lakhimpur Kheri
UP_Shrawasti,UP_Gonda
UP_Shrawasti,UP_Balrampur
UP_Sitapur,UP_Barabanki
UP_Sitapur,UP_Lakhimpur Kheri
UP_Barabanki,UP_Ayodhya
UP_Barabanki,UP_Gonda
UP_Barabanki,UP_Amethi
UP_Gonda,UP_Ayodhya
UP_Gonda,UP_Basti
UP_Gonda,UP_Siddharthnagar
UP_Gonda,UP_Balrampur
UP_Balrampur,UP_Siddharthnagar
UP_Siddharthnagar,UP_Gorakhpur
UP_Siddharthnagar,UP_Sant Kabir Nagar
UP_Siddharthnagar,UP_Basti
UP_Siddharthnagar,UP_Maharajganj
UP_Maharajganj,UP_Gorakhpur
UP_Maharajganj,BR_West Champaran
UP_Maharajganj,UP_Kushinagar
UP_Basti,UP_Ayodhya
UP_Basti,UP_Sant Kabir Nagar
UP_Basti,UP_Ambedkar Nagar
UP_Gorakhpur,UP_Mau
UP_Gorakhpur,UP_Kushinagar
UP_Gorakhpur,UP_Deoria
UP_Gorakhpur,UP_Azamgarh
UP_Gorakhpur,UP_Sant Kabir Nagar
UP_Gorakhpur,UP_Ambedkar Nagar
UP_Sant Kabir Nagar,UP_Ambedkar Nagar
UP_Kushinagar,BR_West Champaran
UP_Kushinagar,UP_Deoria
UP_Deoria,UP_Mau
UP_Deoria,BR_Siwan
UP_Deoria,UP_Ballia
UP_Kanpur Dehat,UP_Auraiya
UP_Kanpur Dehat,UP_Hamirpur
UP_Kanpur Dehat,UP_Jalaun
UP_Hamirpur,UP_Mahoba
UP_Hamirpur,UP_Jhansi
UP_Hamirpur,UP_Jalaun
UP_Hamirpur,UP_Banda
UP_Auraiya,UP_Jalaun
UP_Jalaun,UP_Jhansi
UP_Jhansi,UP_Mahoba
UP_Jhansi,UP_Lalitpur
UP_Jhansi,MP_Tikamgarh
UP_Jhansi,MP_Datia
UP_Jhansi,MP_Chhatarpur
UP_Lalitpur,MP_Ashoknagar
UP_Lalitpur,MP_Tikamgarh
UP_Lalitpur,MP_Sagar
UP_Lalitpur,MP_Datia
UP_Lalitpur,MP_Chhatarpur
UP_Mahoba,UP_Banda
UP_Mahoba,MP_Chhatarpur
MP_Datia,MP_Gwalior
MP_Chhatarpur,MP_Damoh
MP_Chhatarpur,MP_Tikamgarh
MP_Chhatarpur,MP_Sagar
MP_Chhatarpur,UP_Banda
MP_Chhatarpur,MP_Panna
MP_Sagar,MP_Damoh
MP_Sagar,MP_Vidisha
MP_Sagar,MP_Ashoknagar
MP_Sagar,MP_Narsinghpur
MP_Sagar,MP_Raisen
MP_Ashoknagar,MP_Vidisha
UP_Amethi,UP_Ayodhya
UP_Amethi,UP_Sultanpur
UP_Amethi,UP_Pratapgarh
UP_Ambedkar Nagar,UP_Ayodhya
UP_Ambedkar Nagar,UP_Sultanpur
UP_Ambedkar Nagar,UP_Azamgarh
UP_Sultanpur,UP_Ayodhya
UP_Sultanpur,UP_Jaunpur
UP_Sultanpur,UP_Pratapgarh
UP_Sultanpur,UP_Azamgarh
UP_Banda,MP_Satna
UP_Banda,MP_Panna
UP_Banda,UP_Chitrakoot
UP_Kaushambi,UP_Pratapgarh
UP_Kaushambi,UP_Prayagraj
UP_Kaushambi,UP_Chitrakoot
UP_Pratapgarh,UP_Jaunpur
UP_Pratapgarh,UP_Prayagraj
UP_Chitrakoot,UP_Prayagraj
UP_Chitrakoot,MP_Satna
UP_Chitrakoot,MP_Rewa
UP_Prayagraj,MP_Rewa
UP_Prayagraj,UP_Jaunpur
UP_Prayagraj,UP_Bhadohi
UP_Prayagraj,UP_Mirzapur
UP_Jaunpur,UP_Ghazipur
UP_Jaunpur,UP_Varanasi
UP_Jaunpur,UP_Bhadohi
UP_Jaunpur,UP_Azamgarh
UP_Mirzapur,MP_Rewa
UP_Mirzapur,UP_Varanasi
UP_Mirzapur,UP_Sonbhadra
UP_Mirzapur,UP_Bhadohi
UP_Mirzapur,UP_Chandauli
UP_Mirzapur,MP_Singrauli
MP_Rewa,MP_Singrauli
MP_Rewa,MP_Satna
MP_Rewa,MP_Sidhi
MP_Panna,MP_Damoh
MP_Panna,MP_Satna
MP_Panna,MP_Katni
MP_Satna,MP_Umaria
MP_Satna,MP_Katni
MP_Satna,MP_Sidhi
MP_Satna,MP_Shahdol
UP_Azamgarh,UP_Mau
UP_Azamgarh,UP_Ghazipur
UP_Ghazipur,UP_Mau
UP_Ghazipur,UP_Varanasi
UP_Ghazipur,BR_Buxar
UP_Ghazipur,UP_Chandauli
UP_Ghazipur,UP_Ballia
UP_Ghazipur,BR_Kaimur
UP_Mau,UP_Ballia
UP_Ballia,BR_Buxar
UP_Ballia,BR_Bhojpur
UP_Ballia,BR_Siwan
UP_Ballia,BR_Saran
BR_Siwan,BR_Saran
BR_Saran,BR_Vaishali
BR_Saran,BR_Bhojpur
BR_Saran,BR_Patna
BR_Bhojpur,BR_Arwal
BR_Bhojpur,BR_Buxar
BR_Bhojpur,BR_Patna
BR_Bhojpur,BR_Rohtas
BR_Buxar,BR_Rohtas
BR_Buxar,BR_Kaimur
UP_Chandauli,UP_Varanasi
UP_Chandauli,UP_Sonbhadra
UP_Chandauli,BR_Kaimur
UP_Varanasi,UP_Bhadohi
UP_Sonbhadra,JH_Garhwa
UP_Sonbhadra,MP_Singrauli
UP_Sonbhadra,CT_Balrampur
UP_Sonbhadra,BR_Rohtas
UP_Sonbhadra,BR_Kaimur
MP_Singrauli,CT_Surajpur
MP_Singrauli,CT_Balrampur
MP_Singrauli,MP_Sidhi
MP_Singrauli,CT_Koriya
BR_Rohtas,BR_Arwal
BR_Rohtas,JH_Palamu
BR_Rohtas,BR_Aurangabad
BR_Rohtas,JH_Garhwa
BR_Rohtas,BR_Kaimur
JH_Garhwa,JH_Palamu
JH_Garhwa,CT_Balrampur
JH_Garhwa,JH_Latehar
CT_Balrampur,JH_Gumla
CT_Balrampur,CT_Surajpur
CT_Balrampur,CT_Jashpur
CT_Balrampur,JH_Latehar
CT_Balrampur,CT_Surguja
BR_Munger,BR_Begusarai
BR_Munger,BR_Banka
BR_Munger,BR_Lakhisarai
BR_Munger,BR_Jamui
JH_Godda,JH_Dumka
JH_Godda,BR_Banka
JH_Godda,JH_Pakur
BR_Banka,JH_Deoghar
BR_Banka,JH_Dumka
BR_Banka,BR_Jamui
BR_Begusarai,BR_Lakhisarai
BR_Begusarai,BR_Patna
BR_Lakhisarai,BR_Sheikhpura
BR_Lakhisarai,BR_Nalanda
BR_Lakhisarai,BR_Patna
BR_Lakhisarai,BR_Jamui
BR_Jamui,BR_Sheikhpura
BR_Jamui,JH_Deoghar
BR_Jamui,BR_Nawada
BR_Jamui,JH_Giridih
JH_Deoghar,JH_Dumka
JH_Deoghar,JH_Giridih
JH_Deoghar,JH_Jamtara
JH_Giridih,BR_Nawada
JH_Giridih,JH_Jamtara
JH_Giridih,JH_Koderma
JH_Giridih,JH_Dhanbad
JH_Giridih,JH_Bokaro
JH_Giridih,JH_Hazaribagh
JH_Dumka,JH_Jamtara
JH_Dumka,JH_Pakur
JH_Jamtara,JH_Dhanbad
JH_Jamtara,WB_Paschim Bardhaman
BR_Vaishali,BR_Patna
BR_Patna,BR_Arwal
BR_Patna,BR_Nalanda
BR_Patna,BR_Jehanabad
BR_Arwal,BR_Aurangabad
BR_Arwal,BR_Gaya
BR_Arwal,BR_Jehanabad
BR_Jehanabad,BR_Nalanda
BR_Jehanabad,BR_Gaya
BR_Nalanda,BR_Sheikhpura
BR_Nalanda,BR_Nawada
BR_Nalanda,BR_Gaya
BR_Aurangabad,BR_Gaya
BR_Aurangabad,JH_Palamu
JH_Palamu,BR_Gaya
JH_Palamu,JH_Latehar
JH_Palamu,JH_Chatra
BR_Gaya,BR_Nawada
BR_Gaya,JH_Koderma
BR_Gaya,JH_Chatra
BR_Gaya,JH_Hazaribagh
BR_Nawada,BR_Sheikhpura
BR_Nawada,JH_Koderma
JH_Chatra,JH_Latehar
JH_Chatra,JH_Ranchi
JH_Chatra,JH_Hazaribagh
JH_Koderma,JH_Hazaribagh
JH_Hazaribagh,JH_Ranchi
JH_Hazaribagh,JH_Ramgarh
JH_Hazaribagh,JH_Bokaro
WB_Purba Bardhaman,WB_Bankura
WB_Purba Bardhaman,WB_Bankura
WB_Purba Bardhaman,WB_Paschim Bardhaman
WB_Purba Bardhaman,WB_Nadia
WB_Purba Bardhaman,WB_Hooghly
WB_Paschim Bardhaman,JH_Dhanbad
WB_Paschim Bardhaman,WB_Bankura
WB_Paschim Bardhaman,WB_Bankura
WB_Paschim Bardhaman,WB_Purulia
WB_Nadia,WB_North 24 Parganas
WB_Nadia,WB_North 24 Parganas
WB_Nadia,WB_Hooghly
WB_North 24 Parganas,WB_South 24 Parganas
WB_North 24 Parganas,WB_South 24 Parganas
WB_North 24 Parganas,WB_Kolkata
WB_North 24 Parganas,WB_Howrah
WB_North 24 Parganas,WB_Hooghly
WB_North 24 Parganas,WB_Hooghly
WB_Bankura,WB_Jhargram
WB_Bankura,WB_Paschim Medinipur
WB_Bankura,WB_Purulia
WB_Bankura,WB_Hooghly
WB_Bankura,WB_Hooghly
WB_Paschim Medinipur,OR_Balasore
WB_Paschim Medinipur,WB_Jhargram
WB_Paschim Medinipur,WB_Howrah
WB_Paschim Medinipur,WB_Purba Medinipur
WB_Paschim Medinipur,WB_Purba Medinipur
WB_Paschim Medinipur,WB_Hooghly
WB_Howrah,WB_Purba Medinipur
WB_Howrah,WB_Purba Medinipur
WB_Howrah,WB_South 24 Parganas
WB_Howrah,WB_South 24 Parganas
WB_Howrah,WB_Kolkata
WB_Howrah,WB_Hooghly
WB_Purulia,WB_Jhargram
WB_Purulia,JH_Dhanbad
WB_Purulia,JH_Ramgarh
WB_Purulia,JH_Saraikela-Kharsawan
WB_Purulia,JH_Ranchi
WB_Purulia,JH_Bokaro
WB_Purulia,JH_East Singhbhum
WB_Jhargram,OR_Mayurbhanj
WB_Jhargram,OR_Balasore
WB_Jhargram,JH_East Singhbhum
JH_Ranchi,JH_Gumla
JH_Ranchi,JH_Lohardaga
JH_Ranchi,JH_Khunti
JH_Ranchi,JH_Latehar
JH_Ranchi,JH_Ramgarh
JH_Ranchi,JH_Saraikela-Kharsawan
JH_Bokaro,JH_Dhanbad
JH_Bokaro,JH_Ramgarh
JH_Saraikela-Kharsawan,OR_Mayurbhanj
JH_Saraikela-Kharsawan,JH_East Singhbhum
JH_Saraikela-Kharsawan,JH_Khunti
JH_Saraikela-Kharsawan,JH_West Singhbhum
JH_Saraikela-Kharsawan,JH_East Singhbhum
WB_Purba Medinipur,OR_Balasore
WB_Purba Medinipur,WB_South 24 Parganas
WB_Purba Medinipur,WB_South 24 Parganas
JH_Latehar,JH_Gumla
JH_Latehar,JH_Lohardaga
JH_Gumla,CT_Jashpur
JH_Gumla,JH_Lohardaga
JH_Gumla,JH_Simdega
JH_Gumla,JH_Khunti
CT_Jashpur,CT_Raigarh
CT_Jashpur,OR_Sundargarh
CT_Jashpur,JH_Simdega
CT_Jashpur,CT_Surguja
JH_Khunti,JH_East Singhbhum
JH_Khunti,JH_Simdega
JH_Khunti,JH_West Singhbhum
JH_Simdega,OR_Sundargarh
JH_Simdega,JH_East Singhbhum
JH_Simdega,JH_West Singhbhum
JH_East Singhbhum,OR_Mayurbhanj
OR_Sundargarh,OR_Angul
OR_Sundargarh,OR_Sambalpur
OR_Sundargarh,CT_Raigarh
OR_Sundargarh,OR_Deogarh
OR_Sundargarh,OR_Kendujhar
OR_Sundargarh,OR_Jharsuguda
OR_Sundargarh,JH_West Singhbhum
OR_Kendujhar,OR_Angul
OR_Kendujhar,OR_Mayurbhanj
OR_Kendujhar,OR_Jajpur
OR_Kendujhar,OR_Bhadrak
OR_Kendujhar,OR_Balasore
OR_Kendujhar,OR_Dhenkanal
OR_Kendujhar,JH_West Singhbhum
OR_Mayurbhanj,OR_Balasore
OR_Mayurbhanj,JH_West Singhbhum
CT_Surguja,CT_Surajpur
CT_Surguja,CT_Raigarh
CT_Surguja,CT_Korba
CT_Raigarh,OR_Jharsuguda
CT_Raigarh,OR_Bargarh
CT_Raigarh,CT_Baloda Bazar
CT_Raigarh,CT_Korba
CT_Raigarh,CT_Mahasamund
CT_Raigarh,CT_Janjgir Champa
CT_Korba,CT_Surajpur
CT_Korba,CT_Bilaspur
CT_Korba,CT_Janjgir Champa
CT_Korba,CT_Koriya
CT_Surajpur,CT_Koriya
CT_Bilaspur,CT_Mungeli
CT_Bilaspur,CT_Baloda Bazar
CT_Bilaspur,MP_Anuppur
CT_Bilaspur,CT_Janjgir Champa
CT_Bilaspur,CT_Koriya
CT_Koriya,MP_Anuppur
CT_Koriya,MP_Sidhi
CT_Koriya,MP_Shahdol
CT_Baloda Bazar,CT_Raipur
CT_Baloda Bazar,CT_Mungeli
CT_Baloda Bazar,CT_Bametara
CT_Baloda Bazar,CT_Mahasamund
CT_Baloda Bazar,CT_Janjgir Champa
CT_Mungeli,CT_Kabeerdham
CT_Mungeli,CT_Bametara
CT_Mungeli,MP_Dindori
CT_Mungeli,MP_Anuppur
MP_Anuppur,MP_Umaria
MP_Anuppur,MP_Dindori
MP_Anuppur,MP_Shahdol
MP_Sidhi,MP_Shahdol
MP_Shahdol,MP_Umaria
CT_Mahasamund,OR_Nuapada
CT_Mahasamund,OR_Bargarh
CT_Mahasamund,CT_Gariaband
CT_Mahasamund,CT_Raipur
OR_Bargarh,OR_Subarnapur
OR_Bargarh,OR_Sambalpur
OR_Bargarh,OR_Jharsuguda
OR_Bargarh,OR_Nuapada
OR_Bargarh,OR_Balangir
OR_Jharsuguda,OR_Sambalpur
CT_Raipur,CT_Dhamtari
CT_Raipur,CT_Gariaband
CT_Raipur,CT_Bametara
CT_Raipur,CT_Durg
OR_Nuapada,OR_Kalahandi
OR_Nuapada,CT_Gariaband
OR_Nuapada,OR_Balangir
CT_Gariaband,CT_Dhamtari
CT_Gariaband,OR_Kalahandi
CT_Gariaband,OR_Nabarangapur
CT_Durg,CT_Dhamtari
CT_Durg,CT_Bametara
CT_Durg,CT_Balod
CT_Durg,CT_Rajnandgaon
CT_Dhamtari,CT_Kondagaon
CT_Dhamtari,OR_Nabarangapur
CT_Dhamtari,CT_Uttar Bastar Kanker
CT_Dhamtari,CT_Balod
CT_Bametara,CT_Kabeerdham
CT_Bametara,CT_Rajnandgaon
CT_Rajnandgaon,CT_Kabeerdham
CT_Rajnandgaon,MH_Gadchiroli
CT_Rajnandgaon,CT_Uttar Bastar Kanker
CT_Rajnandgaon,CT_Balod
CT_Rajnandgaon,MH_Gondia
CT_Rajnandgaon,MP_Balaghat
CT_Balod,CT_Uttar Bastar Kanker
CT_Kabeerdham,MP_Dindori
CT_Kabeerdham,MP_Mandla
CT_Kabeerdham,MP_Balaghat
MP_Balaghat,MH_Bhandara
MP_Balaghat,MP_Seoni
MP_Balaghat,MP_Mandla
MP_Balaghat,MH_Gondia
MP_Balaghat,MH_Nagpur
MP_Dindori,MP_Umaria
MP_Dindori,MP_Jabalpur
MP_Dindori,MP_Mandla
MP_Mandla,MP_Jabalpur
MP_Mandla,MP_Seoni
CT_Uttar Bastar Kanker,CT_Kondagaon
CT_Uttar Bastar Kanker,MH_Gadchiroli
CT_Uttar Bastar Kanker,CT_Narayanpur
MH_Gondia,MH_Gadchiroli
MH_Gondia,MH_Bhandara
MH_Gadchiroli,CT_Bijapur
MH_Gadchiroli,CT_Narayanpur
MH_Gadchiroli,MH_Bhandara
MH_Gadchiroli,MH_Chandrapur
MH_Gadchiroli,TG_Telangana
CT_Bastar,OR_Koraput
CT_Bastar,OR_Malkangiri
CT_Bastar,CT_Kondagaon
CT_Bastar,CT_Sukma
CT_Bastar,OR_Nabarangapur
CT_Bastar,CT_Dakshin Bastar Dantewada
OR_Nabarangapur,OR_Koraput
OR_Nabarangapur,OR_Kalahandi
OR_Nabarangapur,CT_Kondagaon
OR_Koraput,OR_Kalahandi
OR_Koraput,OR_Malkangiri
OR_Koraput,AP_Vizianagaram
OR_Koraput,AP_Visakhapatnam
OR_Koraput,OR_Rayagada
OR_Malkangiri,AP_East Godavari
OR_Malkangiri,AP_Visakhapatnam
OR_Malkangiri,CT_Sukma
CT_Sukma,CT_Dakshin Bastar Dantewada
CT_Sukma,CT_Bijapur
CT_Sukma,AP_East Godavari
CT_Sukma,TG_Telangana
CT_Kondagaon,CT_Narayanpur
CT_Kondagaon,CT_Dakshin Bastar Dantewada
CT_Bijapur,CT_Dakshin Bastar Dantewada
CT_Bijapur,CT_Narayanpur
CT_Bijapur,TG_Telangana
CT_Narayanpur,CT_Dakshin Bastar Dantewada
MP_Bhopal,MP_Vidisha
MP_Bhopal,MP_Sehore
MP_Bhopal,MP_Raisen
MP_Vidisha,MP_Raisen
MP_Damoh,MP_Jabalpur
MP_Damoh,MP_Narsinghpur
MP_Damoh,MP_Katni
MP_Katni,MP_Umaria
MP_Katni,MP_Jabalpur
MP_Umaria,MP_Jabalpur
MP_Sehore,MP_Harda
MP_Sehore,MP_Shajapur
MP_Sehore,MP_Hoshangabad
MP_Sehore,MP_Raisen
MP_Sehore,MP_Dewas
MP_Raisen,MP_Hoshangabad
MP_Raisen,MP_Narsinghpur
MP_Narsinghpur,MP_Jabalpur
MP_Narsinghpur,MP_Hoshangabad
MP_Narsinghpur,MP_Seoni
MP_Narsinghpur,MP_Chhindwara
MP_Shajapur,MP_Ujjain
MP_Shajapur,MP_Dewas
MP_Dhar,MP_Khargone
MP_Dhar,MP_Barwani
MP_Dhar,MP_Ujjain
MP_Dhar,MP_Indore
MP_Ujjain,MP_Dewas
MP_Ujjain,MP_Indore
MP_Dewas,MP_Khargone
MP_Dewas,MP_Harda
MP_Dewas,MP_Khandwa
MP_Dewas,MP_Indore
MP_Indore,MP_Khargone
MP_Barwani,MP_Khargone
MP_Barwani,MH_Jalgaon
MP_Khargone,MP_Burhanpur
MP_Khargone,MP_Khandwa
MP_Khargone,MH_Jalgaon
MH_Jalgaon,MP_Burhanpur
MH_Jalgaon,MH_Jalna
MH_Jalgaon,MH_Buldhana
MH_Jalgaon,MH_Aurangabad
MP_Khandwa,MP_Harda
MP_Khandwa,MP_Burhanpur
MP_Khandwa,MP_Betul
MP_Khandwa,MH_Amravati
MP_Harda,MP_Hoshangabad
MP_Harda,MP_Betul
MP_Betul,MP_Hoshangabad
MP_Betul,MH_Amravati
MP_Betul,MP_Chhindwara
MH_Amravati,MH_Wardha
MH_Amravati,MP_Burhanpur
MH_Amravati,MH_Akola
MH_Amravati,MH_Washim
MH_Amravati,MH_Yavatmal
MH_Amravati,MH_Buldhana
MH_Amravati,MH_Nagpur
MH_Amravati,MP_Chhindwara
MP_Burhanpur,MH_Buldhana
MP_Hoshangabad,MP_Chhindwara
MP_Chhindwara,MP_Seoni
MP_Chhindwara,MH_Nagpur
MP_Jabalpur,MP_Seoni
MP_Seoni,MH_Nagpur
MH_Nagpur,MH_Wardha
MH_Nagpur,MH_Bhandara
MH_Nagpur,MH_Chandrapur
MH_Bhandara,MH_Chandrapur
OR_Balangir,OR_Subarnapur
OR_Balangir,OR_Kandhamal
OR_Balangir,OR_Boudh
OR_Balangir,OR_Kalahandi
OR_Sambalpur,OR_Subarnapur
OR_Sambalpur,OR_Angul
OR_Sambalpur,OR_Deogarh
OR_Kalahandi,OR_Kandhamal
OR_Kalahandi,OR_Rayagada
OR_Boudh,OR_Subarnapur
OR_Boudh,OR_Angul
OR_Boudh,OR_Nayagarh
OR_Boudh,OR_Kandhamal
OR_Kandhamal,OR_Gajapati
OR_Kandhamal,OR_Ganjam
OR_Kandhamal,OR_Nayagarh
OR_Kandhamal,OR_Rayagada
OR_Angul,OR_Subarnapur
OR_Angul,OR_Nayagarh
OR_Angul,OR_Cuttack
OR_Angul,OR_Deogarh
OR_Angul,OR_Dhenkanal
OR_Nayagarh,OR_Cuttack
OR_Nayagarh,OR_Ganjam
OR_Nayagarh,OR_Khordha
OR_Khordha,OR_Cuttack
OR_Khordha,OR_Ganjam
OR_Khordha,OR_Puri
OR_Cuttack,OR_Jajpur
OR_Cuttack,OR_Kendrapara
OR_Cuttack,OR_Jagatsinghpur
OR_Cuttack,OR_Dhenkanal
OR_Cuttack,OR_Puri
OR_Ganjam,OR_Gajapati
OR_Ganjam,AP_Srikakulam
OR_Ganjam,OR_Puri
OR_Puri,OR_Jagatsinghpur
OR_Dhenkanal,OR_Jajpur
OR_Jajpur,OR_Kendrapara
OR_Jajpur,OR_Bhadrak
OR_Jagatsinghpur,OR_Kendrapara
OR_Kendrapara,OR_Bhadrak
OR_Bhadrak,OR_Balasore
OR_Rayagada,OR_Gajapati
OR_Rayagada,AP_Vizianagaram
OR_Rayagada,AP_Srikakulam
AP_Vizianagaram,AP_Visakhapatnam
AP_Vizianagaram,AP_Srikakulam
AP_Visakhapatnam,AP_East Godavari
AP_East Godavari,AP_West Godavari
AP_East Godavari,TG_Telangana
OR_Gajapati,AP_Srikakulam
MH_Ahmednagar,MH_Pune
MH_Ahmednagar,MH_Solapur
MH_Ahmednagar,MH_Beed
MH_Ahmednagar,MH_Thane
MH_Ahmednagar,MH_Osmanabad
MH_Ahmednagar,MH_Aurangabad
MH_Aurangabad,MH_Beed
MH_Aurangabad,MH_Jalna
MH_Thane,MH_Raigad
MH_Thane,MH_Pune
MH_Pune,MH_Raigad
MH_Pune,MH_Satara
MH_Pune,MH_Solapur
MH_Solapur,KA_Vijayapura
MH_Solapur,MH_Sangli
MH_Solapur,MH_Satara
MH_Solapur,MH_Osmanabad
MH_Solapur,KA_Kalaburagi
